"id"	"trans"	"b2b"	"distance"	"count"	"score"
"chr11:65497689-65506516<->chr15:40488042-40558019"	TRUE	TRUE	NA	40	6.79397467354841
"chr11:65497689-65506516<->chr7:6104885-6161564"	TRUE	TRUE	NA	35	6.79175495032487
"chr11:65497689-65506516<->chr17:39671123-39696797"	TRUE	TRUE	NA	30	6.79173989897902
"chr11:65497689-65506516<->chr18:77180107-77235430"	TRUE	TRUE	NA	30	6.79173989897902
"chr11:65497689-65506516<->chr22:38426328-38455199"	TRUE	TRUE	NA	28	6.791171038337
"chr11:65422775-65445540<->chr16:63314265-63618046"	TRUE	TRUE	NA	34	6.79116336696193
"chr11:65422775-65445540<->chr5:138946725-139293557"	TRUE	TRUE	NA	55	6.79056588470535
"chr11:65422775-65445540<->chr2:69644426-69827112"	TRUE	TRUE	NA	39	6.7892575815126
"chr11:65497689-65506516<->chr19:37613750-37692337"	TRUE	TRUE	NA	40	6.78866462517649
"chr1:117367450-117528872<->chr11:65422775-65445540"	TRUE	TRUE	NA	32	6.78778324351517
"chr11:65497689-65506516<->chr22:30925131-30968774"	TRUE	TRUE	NA	42	6.78672512898133
"chr11:65497689-65506516<->chr8:30995803-31033715"	TRUE	TRUE	NA	27	6.7863329768674
"chr11:65497689-65506516<->chr4:41990503-42090461"	TRUE	TRUE	NA	46	6.78571873224555
"chr11:65497689-65506516<->chr14:49782084-49852821"	TRUE	TRUE	NA	45	6.78571873224555
"chr11:65497689-65506516<->chr3:114127581-114199407"	TRUE	TRUE	NA	30	6.78570542632695
"chr11:65497689-65506516<->chr19:48469209-48482314"	TRUE	TRUE	NA	32	6.78530584264492
"chr11:65422775-65445540<->chr7:37683844-37951936"	TRUE	TRUE	NA	35	6.78369229539029
"chr11:65497689-65506516<->chr6:68332020-68576191"	TRUE	TRUE	NA	33	6.78265568068499
"chr11:19350725-20121601<->chr11:40114204-41459773"	FALSE	TRUE	21050825.5	45	6.78188360664014
"chr11:65497689-65506516<->chr14:23058565-23095614"	TRUE	TRUE	NA	56	6.78186614783092
"chr11:65497689-65506516<->chr14:25916016-25998805"	TRUE	TRUE	NA	29	6.78119260467582
"chr11:65422775-65445540<->chr7:44606573-44709066"	TRUE	TRUE	NA	39	6.78064767980492
"chr11:65422775-65445540<->chr18:64041556-64423601"	TRUE	TRUE	NA	35	6.78056739262983
"chr11:65497689-65506516<->chr3:101827992-101861022"	TRUE	TRUE	NA	30	6.77956535649505
"chr11:65422775-65445540<->chr6:106360718-106572017"	TRUE	TRUE	NA	47	6.7778719001879
"chr11:65497689-65506516<->chr7:100589403-100604206"	TRUE	TRUE	NA	25	6.77768535299594
"chr11:65422775-65445540<->chr8:99960937-100131268"	TRUE	TRUE	NA	33	6.77731452515825
"chr11:65497689-65506516<->chrX:154675250-154751583"	TRUE	TRUE	NA	35	6.77635179530917
"chr11:65497689-65506516<->chr4:62071753-62165554"	TRUE	TRUE	NA	28	6.77612085269432
"chr11:65497689-65506516<->chr7:93969443-94011113"	TRUE	TRUE	NA	32	6.77517003854646
"chr11:65497689-65506516<->chr7:26152199-26187137"	TRUE	TRUE	NA	29	6.77443094494817
"chr11:65497689-65506516<->chr12:220622-262873"	TRUE	TRUE	NA	30	6.77356078323328
"chr11:65497689-65506516<->chr4:77511754-77611834"	TRUE	TRUE	NA	30	6.77356078323328
"chr11:65497689-65506516<->chr22:44668548-44737681"	TRUE	TRUE	NA	56	6.77351151738639
"chr11:65497689-65506516<->chr16:30005515-30023270"	TRUE	TRUE	NA	24	6.77160939236485
"chr11:65422775-65445540<->chr2:176989419-177164656"	TRUE	TRUE	NA	34	6.7709655171744
"chr11:65497689-65506516<->chr17:81952508-81961840"	TRUE	TRUE	NA	23	6.77069653029251
"chr11:65497689-65506516<->chr9:130578966-130638352"	TRUE	TRUE	NA	46	6.76971006426451
"chr11:65497689-65506516<->chr11:112175511-112224699"	FALSE	TRUE	46698002.5	44	6.76953962148736
"chr11:65497689-65506516<->chr14:23520858-23556192"	TRUE	TRUE	NA	31	6.7683103085954
"chr11:65497689-65506516<->chr22:21991100-22043934"	TRUE	TRUE	NA	30	6.76757100601089
"chr11:65497689-65506516<->chr2:42767090-42792593"	TRUE	TRUE	NA	25	6.76725656974637
"chr11:65497689-65506516<->chr21:36131768-36175815"	TRUE	TRUE	NA	34	6.76575036634289
"chr1:2019330-2030758<->chr11:65497689-65506516"	TRUE	TRUE	NA	14	6.7646771927126
"chr11:65497689-65506516<->chr17:2384074-2401104"	TRUE	TRUE	NA	37	6.76366766351404
"chrX:104566200-105767829<->chrX:105676072-105676177"	FALSE	TRUE	509110	12	6.76304164700598
"chr11:65497689-65506516<->chr6:53267399-53349179"	TRUE	TRUE	NA	97	6.76152532944172
"chr11:65497689-65506516<->chrX:13569602-13633575"	TRUE	TRUE	NA	27	6.7613900168623
"chr11:65497689-65506516<->chr12:56285917-56316059"	TRUE	TRUE	NA	52	6.76107297973415
"chr11:65497689-65506516<->chr11:116843403-117098437"	FALSE	TRUE	51468817.5	179	6.76011262939739
"chr11:65497689-65506516<->chr5:150113840-150155872"	TRUE	TRUE	NA	47	6.75777220610886
"chr11:65422775-65445540<->chr16:65233057-65432820"	TRUE	TRUE	NA	35	6.75756314335792
"chr21:34787802-36004667<->chr7:80369576-80679277"	TRUE	TRUE	NA	51	6.75692061021577
"chr11:65497689-65506516<->chr7:44512536-44541330"	TRUE	TRUE	NA	25	6.75651534658878
"chr11:65422775-65445540<->chr9:68705241-69009176"	TRUE	TRUE	NA	37	6.7562450393309
"chr11:65497689-65506516<->chr17:27928925-27991787"	TRUE	TRUE	NA	30	6.75539538178549
"chr11:65497689-65506516<->chr7:36389822-36453791"	TRUE	TRUE	NA	29	6.75437713120081
"chr2:62673852-63046487<->chr8:31639223-32855666"	TRUE	TRUE	NA	37	6.75352628358773
"chr1:234811053-234932653<->chr11:65422775-65445540"	TRUE	TRUE	NA	24	6.75301805992627
"chr11:65497689-65506516<->chr6:85505497-85594156"	TRUE	TRUE	NA	46	6.75178732655978
"chr11:65497689-65506516<->chr19:2427639-2456959"	TRUE	TRUE	NA	31	6.75178732655978
"chr11:65422775-65445540<->chr22:39570754-39689735"	TRUE	TRUE	NA	34	6.75142746702323
"chr11:65422775-65445540<->chr14:74084797-74201235"	TRUE	TRUE	NA	37	6.75068557725139
"chr11:65497689-65506516<->chr20:63895127-63936031"	TRUE	TRUE	NA	40	6.74920328919609
"chr1:17539699-17697874<->chr11:65422775-65445540"	TRUE	TRUE	NA	33	6.74800867079832
"chr11:65497689-65506516<->chr12:12927727-12984645"	TRUE	TRUE	NA	33	6.7460193438073
"chr11:65497689-65506516<->chr17:47117704-47189422"	TRUE	TRUE	NA	47	6.74583869015466
"chr11:65422775-65445540<->chr12:49636500-49708165"	TRUE	TRUE	NA	36	6.74579288533944
"chr11:65497689-65506516<->chr12:5290481-5383653"	TRUE	TRUE	NA	32	6.74524255423989
"chr11:65497689-65506516<->chr9:78236063-78279690"	TRUE	TRUE	NA	32	6.74524255423989
"chr11:65497689-65506516<->chr19:12433104-12484816"	TRUE	TRUE	NA	27	6.7446665469191
"chr11:92352097-92896470<->chr11:131370479-132336822"	FALSE	TRUE	39229367	36	6.74209304740503
"chr11:65497689-65506516<->chr3:138494345-138594538"	TRUE	TRUE	NA	33	6.74153660721258
"chr11:65497689-65506516<->chr16:82491739-82575518"	TRUE	TRUE	NA	29	6.74089934528347
"chr11:65497689-65506516<->chr4:8558726-8619761"	TRUE	TRUE	NA	31	6.7408121627431
"chr11:65497689-65506516<->chr16:2496033-2520218"	TRUE	TRUE	NA	34	6.74061687357259
"chr11:65497689-65506516<->chr5:151181053-151224093"	TRUE	TRUE	NA	39	6.74054038123979
"chr7:77022926-77062552<->chr7:77043722-77198626"	FALSE	TRUE	78435	34	6.74017871122309
"chr1:92217916-92245813<->chr11:65497689-65506516"	TRUE	TRUE	NA	15	6.73960760616052
"chr11:65422775-65445540<->chr17:9910610-10198551"	TRUE	TRUE	NA	41	6.73959706623075
"chr11:65497689-65506516<->chr19:45076511-45092635"	TRUE	TRUE	NA	30	6.7372428492997
"chr11:65422775-65445540<->chr9:127505340-127578989"	TRUE	TRUE	NA	34	6.73640271418254
"chr1:27970345-28088637<->chr11:65422775-65445540"	TRUE	TRUE	NA	29	6.73598198265352
"chr11:65497689-65506516<->chr7:88270893-88306891"	TRUE	TRUE	NA	24	6.73523949288376
"chr11:65497689-65506516<->chr7:23597383-23644708"	TRUE	TRUE	NA	29	6.73424775740361
"chr11:65422775-65445540<->chr3:149761101-149968385"	TRUE	TRUE	NA	46	6.73320762430165
"chr11:65422775-65445540<->chr15:41895934-41972557"	TRUE	TRUE	NA	33	6.73304175408724
"chr11:65497689-65506516<->chr16:56961924-56983845"	TRUE	TRUE	NA	26	6.73212190286532
"chr11:65422775-65445540<->chr12:3077356-3286564"	TRUE	TRUE	NA	41	6.73200742790868
"chr11:65497689-65506516<->chr14:21090078-21104722"	TRUE	TRUE	NA	30	6.73122133203635
"chr11:65497689-65506516<->chrX:36678679-36866689"	TRUE	TRUE	NA	30	6.73122133203635
"chr11:65497689-65506516<->chr3:150546679-150586016"	TRUE	TRUE	NA	36	6.73116711236827
"chr9:123109495-123115477<->chr9:123109501-123268586"	FALSE	TRUE	76557.5	399	6.7309650060753
"chr11:14643805-14872044<->chr11:32112050-32343409"	FALSE	TRUE	17469805	35	6.73093192223566
"chr11:65497689-65506516<->chr8:17576434-17644071"	TRUE	TRUE	NA	31	6.72994463630452
"chr11:65497689-65506516<->chr20:2467213-2508907"	TRUE	TRUE	NA	34	6.72811163691393
"chr11:65497689-65506516<->chr17:17202650-17237185"	TRUE	TRUE	NA	38	6.72715921849078
"chr11:65422775-65445540<->chr13:31199976-31332276"	TRUE	TRUE	NA	33	6.72695972902858
"chr11:40114204-41459773<->chr2:62673852-63046487"	TRUE	TRUE	NA	31	6.72533903365774
"chr1:169722641-169764705<->chr11:65497689-65506516"	TRUE	TRUE	NA	18	6.72495398812696
"chr11:65422775-65445540<->chr8:27869884-27992673"	TRUE	TRUE	NA	32	6.72487720177258
"chr3:12287369-12434356<->chr3:131533556-132285410"	FALSE	TRUE	119548620.5	26	6.7247729405168
"chr11:65497689-65506516<->chr3:148093176-148127233"	TRUE	TRUE	NA	25	6.72470137739624
"chr11:65497689-65506516<->chr5:140562444-140592123"	TRUE	TRUE	NA	31	6.72446875884185
"chr11:65497689-65506516<->chr2:187464231-187565760"	TRUE	TRUE	NA	37	6.72445857620978
"chr11:65497689-65506516<->chr6:96794126-96837477"	TRUE	TRUE	NA	24	6.72334229379226
"chr11:65422775-65445540<->chr19:15235520-15332545"	TRUE	TRUE	NA	45	6.72326451385475
"chr11:65497689-65506516<->chr17:6657035-6693577"	TRUE	TRUE	NA	26	6.72300326018189
"chr11:65422775-65445540<->chr17:29929201-30108452"	TRUE	TRUE	NA	34	6.72239850279554
"chr11:65422775-65445540<->chr21:46458892-46570015"	TRUE	TRUE	NA	40	6.7223683378878
"chr11:65422775-65445540<->chr17:10383145-10623886"	TRUE	TRUE	NA	36	6.7223683378878
"chrX:112880564-113212186<->chrX:113157874-113188018"	FALSE	TRUE	126571	108	6.72174617689314
"chr1:68974011-69023558<->chr11:65497689-65506516"	TRUE	TRUE	NA	15	6.72141486163263
"chr11:65497689-65506516<->chr5:95646755-95684773"	TRUE	TRUE	NA	39	6.72086978235295
"chr11:65497689-65506516<->chr18:45423765-45483218"	TRUE	TRUE	NA	32	6.72055255767102
"chr11:65422775-65445540<->chr5:179911652-180072113"	TRUE	TRUE	NA	40	6.7203325723765
"chr11:65497689-65506516<->chr20:5950653-5998977"	TRUE	TRUE	NA	30	6.71934154500751
"chr11:65422775-65445540<->chr8:92460540-92655576"	TRUE	TRUE	NA	35	6.71861134390864
"chr11:65422775-65445540<->chr3:142596394-142713664"	TRUE	TRUE	NA	30	6.71847170309417
"chr11:65497689-65506516<->chr3:45689057-45745409"	TRUE	TRUE	NA	39	6.71811423706453
"chr11:65422775-65445540<->chr3:69739465-69968336"	TRUE	TRUE	NA	42	6.7166350750895
"chr2:62673852-63046487<->chr2:168456250-168775134"	FALSE	TRUE	105755522.5	26	6.71616265940095
"chr10:112149866-112215377<->chr10:119207572-119459745"	FALSE	TRUE	7151037	80	6.71568926328709
"chr11:14643805-14872044<->chr11:122028326-122556721"	FALSE	TRUE	107534599	32	6.71567372779503
"chr11:65497689-65506516<->chr3:100260993-100325251"	TRUE	TRUE	NA	41	6.71547501277732
"chr11:65497689-65506516<->chr7:2354087-2380745"	TRUE	TRUE	NA	35	6.71523277191376
"chr11:65497689-65506516<->chr6:3231404-3303373"	TRUE	TRUE	NA	54	6.71271480797872
"chr5:26880598-27121150<->chr5:42423440-42721878"	FALSE	TRUE	15571785	26	6.71222087461194
"chr10:129835234-129973053<->chr11:65422775-65445540"	TRUE	TRUE	NA	34	6.71193404454824
"chr11:65497689-65506516<->chr16:71564953-71578187"	TRUE	TRUE	NA	22	6.71165929382879
"chr11:65497689-65506516<->chr19:1481429-1490752"	TRUE	TRUE	NA	22	6.71165929382879
"chr11:65497689-65506516<->chr16:2752627-2772538"	TRUE	TRUE	NA	63	6.71153705793903
"chrX:37349331-38687674<->chrX:37685792-37732130"	FALSE	TRUE	309541.5	337	6.71147918929596
"chr11:65497689-65506516<->chr20:35632341-35674544"	TRUE	TRUE	NA	46	6.71109134681061
"chr11:65497689-65506516<->chr18:72536681-72638521"	TRUE	TRUE	NA	29	6.70782100571786
"chr11:65497689-65506516<->chr19:11639755-11686569"	TRUE	TRUE	NA	30	6.70739973181827
"chr11:65497689-65506516<->chr9:34179006-34252523"	TRUE	TRUE	NA	51	6.70589612432092
"chr11:65422775-65445540<->chr14:61529129-61657964"	TRUE	TRUE	NA	35	6.7049528454224
"chr11:65497689-65506516<->chr3:113648386-113696646"	TRUE	TRUE	NA	35	6.7038322825386
"chr11:65497689-65506516<->chr21:17788975-17819386"	TRUE	TRUE	NA	27	6.70341981302458
"chr11:65497689-65506516<->chr12:55901414-55932618"	TRUE	TRUE	NA	31	6.70292201461059
"chr11:65497689-65506516<->chr22:40769631-40819399"	TRUE	TRUE	NA	40	6.70245720998444
"chr7:69598297-70793506<->chr7:146116003-148420998"	FALSE	TRUE	77072599	48	6.70107896966643
"chr11:65497689-65506516<->chr6:36196745-36232790"	TRUE	TRUE	NA	35	6.70010290177795
"chr11:65497689-65506516<->chr5:138506096-138543236"	TRUE	TRUE	NA	36	6.69973863158643
"chr11:65497689-65506516<->chr2:75646784-75690851"	TRUE	TRUE	NA	37	6.69866152588002
"chr2:62673852-63046487<->chrX:31097678-33339441"	TRUE	TRUE	NA	35	6.69835874810493
"chr10:92593131-92655395<->chr11:65497689-65506516"	TRUE	TRUE	NA	21	6.69793756686894
"chr3:28349179-29767537<->chr3:81489704-81761645"	FALSE	TRUE	52567316.5	106	6.69729286417129
"chr1:247416157-247449108<->chr11:65497689-65506516"	TRUE	TRUE	NA	14	6.69716600949734
"chr11:65497689-65506516<->chr3:160399275-160434954"	TRUE	TRUE	NA	33	6.69661001686795
"chr3:12287369-12434356<->chr3:174438574-175810548"	FALSE	TRUE	162763698.5	34	6.69614393633329
"chr11:65497689-65506516<->chr2:67562068-67620545"	TRUE	TRUE	NA	30	6.69551520325972
"chr11:65497689-65506516<->chr3:136946231-137011085"	TRUE	TRUE	NA	34	6.69525698899779
"chr1:87620804-88685204<->chr2:62673852-63046487"	TRUE	TRUE	NA	42	6.69514751365867
"chr11:65497689-65506516<->chr18:39841175-39924840"	TRUE	TRUE	NA	29	6.69477384802447
"chr11:65497689-65506516<->chr3:123897306-123961408"	TRUE	TRUE	NA	44	6.69206080163523
"chr11:65422775-65445540<->chr22:47630828-48023004"	TRUE	TRUE	NA	36	6.69104245775054
"chr1:54132687-54200073<->chr11:65422775-65445540"	TRUE	TRUE	NA	21	6.69087303513093
"chr1:90388194-90420396<->chr11:65497689-65506516"	TRUE	TRUE	NA	14	6.69074604809488
"chr11:65422775-65445540<->chr8:117794491-118111826"	TRUE	TRUE	NA	60	6.69025068925267
"chr11:87037845-87328824<->chr11:132414978-133532519"	FALSE	TRUE	45790414	55	6.68974824816671
"chr11:65497689-65506516<->chr21:17513044-17593579"	TRUE	TRUE	NA	30	6.68953467026169
"chr11:65422775-65445540<->chr7:28995236-29195451"	TRUE	TRUE	NA	34	6.68944083902468
"chr10:21340234-21372950<->chr11:65497689-65506516"	TRUE	TRUE	NA	16	6.68903104890722
"chr11:65422775-65445540<->chr20:43914853-44069616"	TRUE	TRUE	NA	40	6.68859695533254
"chr11:65497689-65506516<->chr19:50661828-50719450"	TRUE	TRUE	NA	29	6.68806800714905
"chr11:65497689-65506516<->chr7:6409127-6484190"	TRUE	TRUE	NA	42	6.68652713316711
"chr8:9555145-9556520<->chr8:9555913-9782346"	FALSE	TRUE	113297	92	6.68554674122182
"chr11:26188843-26663289<->chr11:43680681-43856617"	FALSE	TRUE	17342583	49	6.68419995604372
"chr2:62673852-63046487<->chr2:165957189-166390771"	FALSE	TRUE	103313810.5	27	6.68342230282518
"chr1:23576437-23593621<->chr11:65497689-65506516"	TRUE	TRUE	NA	16	6.68325165246736
"chr1:201403769-201429866<->chr11:65497689-65506516"	TRUE	TRUE	NA	17	6.68306270777167
"chr11:65497689-65506516<->chr15:74816224-74831795"	TRUE	TRUE	NA	25	6.6829042840578
"chr4:161383898-162164004<->chr4:162022734-162047567"	FALSE	TRUE	261199.5	161	6.68206616886559
"chr11:65497689-65506516<->chr12:71839708-71927248"	TRUE	TRUE	NA	42	6.68193313753072
"chr16:78099431-79212667<->chr16:82626966-83800640"	FALSE	TRUE	4557754	138	6.67960293408939
"chr11:65497689-65506516<->chr16:692499-705808"	TRUE	TRUE	NA	27	6.6789138452653
"chr11:65497689-65506516<->chr19:43785875-43827206"	TRUE	TRUE	NA	27	6.6789138452653
"chr11:65497689-65506516<->chr19:46601075-46610782"	TRUE	TRUE	NA	27	6.6789138452653
"chr11:65497689-65506516<->chr20:3732686-3753111"	TRUE	TRUE	NA	27	6.6789138452653
"chr11:65497689-65506516<->chr5:161907112-162001536"	TRUE	TRUE	NA	27	6.6789138452653
"chr11:65497689-65506516<->chr11:86441109-86672636"	FALSE	TRUE	21054770	172	6.67743113525878
"chr11:65497689-65506516<->chr2:129825127-129877664"	TRUE	TRUE	NA	26	6.6769333283475
"chr11:65497689-65506516<->chr19:47064188-47113776"	TRUE	TRUE	NA	40	6.67666716864275
"chr11:65497689-65506516<->chr12:54549602-54579239"	TRUE	TRUE	NA	36	6.67544946842376
"chr11:65497689-65506516<->chr7:12330886-12403941"	TRUE	TRUE	NA	29	6.67512594667881
"chr10:45615501-45672780<->chr11:65497689-65506516"	TRUE	TRUE	NA	22	6.67331785457956
"chr11:65422775-65445540<->chr16:3365100-3479550"	TRUE	TRUE	NA	38	6.67219121857014
"chr11:65497689-65506516<->chr14:70326065-70417074"	TRUE	TRUE	NA	41	6.67217473738512
"chr11:65497689-65506516<->chr20:3686971-3707128"	TRUE	TRUE	NA	27	6.67087983145615
"chr11:65497689-65506516<->chr7:130293135-130324180"	TRUE	TRUE	NA	27	6.67087983145615
"chr11:65497689-65506516<->chr12:6747997-6767475"	TRUE	TRUE	NA	31	6.67082985072707
"chr11:65497689-65506516<->chr16:84974176-85011535"	TRUE	TRUE	NA	38	6.67065083376183
"chr11:65422775-65445540<->chr3:138652699-138834928"	TRUE	TRUE	NA	34	6.67054669422979
"chr11:65497689-65506516<->chr16:88813735-88856970"	TRUE	TRUE	NA	35	6.67022601780945
"chr11:65497689-65506516<->chr8:98117294-98159835"	TRUE	TRUE	NA	33	6.67011558989555
"chr11:65497689-65506516<->chr22:31618492-31662432"	TRUE	TRUE	NA	41	6.67008354439083
"chr1:13474974-13514003<->chr11:65497689-65506516"	TRUE	TRUE	NA	15	6.66909993841986
"chr11:65497689-65506516<->chr19:11466241-11505698"	TRUE	TRUE	NA	29	6.66882940902446
"chr11:65422775-65445540<->chr16:25691960-26137685"	TRUE	TRUE	NA	36	6.66826230652729
"chr11:65497689-65506516<->chr19:4445000-4457794"	TRUE	TRUE	NA	32	6.66698136959784
"chr11:65497689-65506516<->chr11:130314994-130403657"	FALSE	TRUE	64857223	42	6.66666433812734
"chr11:65497689-65506516<->chr19:45769710-45782552"	TRUE	TRUE	NA	35	6.66666433812734
"chr1:32600173-32650903<->chr11:65497689-65506516"	TRUE	TRUE	NA	27	6.66557345863518
"chr5:158695917-159099916<->chr5:170246234-170297815"	FALSE	TRUE	11374108	26	6.66489417852285
"chr10:6709531-6740532<->chr11:65497689-65506516"	TRUE	TRUE	NA	17	6.66487977568426
"chr11:65422775-65445540<->chr18:12991363-13125052"	TRUE	TRUE	NA	39	6.66463224955366
"chr11:65497689-65506516<->chr4:69051364-69112987"	TRUE	TRUE	NA	24	6.66447704400051
"chr11:65422775-65445540<->chr14:59188647-59371405"	TRUE	TRUE	NA	42	6.66443842225085
"chr11:65422775-65445540<->chr12:19129753-19376400"	TRUE	TRUE	NA	50	6.66439284336554
"chr11:65422775-65445540<->chr14:80211420-80455469"	TRUE	TRUE	NA	34	6.66418876912397
"chr11:65422775-65445540<->chr2:25227856-25342590"	TRUE	TRUE	NA	38	6.66356467712886
"chr11:65422775-65445540<->chr4:26857602-27025381"	TRUE	TRUE	NA	36	6.66356467712886
"chr11:65497689-65506516<->chr3:142724035-142807888"	TRUE	TRUE	NA	42	6.66224503174797
"chr11:65422775-65445540<->chr4:26163456-26435131"	TRUE	TRUE	NA	46	6.66186062473681
"chr3:106449776-107240671<->chr3:107220745-107348464"	FALSE	TRUE	439381	281	6.66170034320347
"chr11:65497689-65506516<->chr19:751113-764318"	TRUE	TRUE	NA	23	6.66142077539464
"chr11:65497689-65506516<->chr5:134905121-135007959"	TRUE	TRUE	NA	46	6.66058710742708
"chr11:65497689-65506516<->chr21:28048405-28137611"	TRUE	TRUE	NA	37	6.66058710742708
"chr11:65497689-65506516<->chr17:30906345-30959322"	TRUE	TRUE	NA	30	6.66056018562524
"chr11:65497689-65506516<->chr3:153431857-153502697"	TRUE	TRUE	NA	31	6.66056018562524
"chr11:65422775-65445540<->chr4:705749-770640"	TRUE	TRUE	NA	39	6.66047541290291
"chr11:65497689-65506516<->chr3:150870377-150905439"	TRUE	TRUE	NA	26	6.65921662896989
"chr11:65497689-65506516<->chr16:30740668-30751381"	TRUE	TRUE	NA	28	6.65898501818923
"chr11:65497689-65506516<->chr2:104430131-104532747"	TRUE	TRUE	NA	29	6.65599036500655
"chr10:87817929-87845612<->chr11:65497689-65506516"	TRUE	TRUE	NA	18	6.65439970840098
"chr11:65497689-65506516<->chr3:16174681-16231992"	TRUE	TRUE	NA	32	6.65258704489408
"chr11:65497689-65506516<->chr21:39377699-39428528"	TRUE	TRUE	NA	33	6.65258704489408
"chr3:28574792-30010391<->chr5:158695917-159099916"	TRUE	TRUE	NA	50	6.65217271218308
"chr1:198777862-198937471<->chr11:65422775-65445540"	TRUE	TRUE	NA	31	6.65195761618739
"chr11:65497689-65506516<->chr20:41098020-41138003"	TRUE	TRUE	NA	37	6.65108140626602
"chr7:7636519-7718607<->chr7:7640712-7968020"	FALSE	TRUE	126803	1702	6.65084079231762
"chr1:82212414-82848205<->chr10:112149866-112215377"	TRUE	TRUE	NA	28	6.65038708790585
"chr3:28574792-30010391<->chr3:29526252-29642809"	FALSE	TRUE	291939	6874	6.64958640746553
"chr11:65497689-65506516<->chr20:62816245-62841159"	TRUE	TRUE	NA	29	6.64944822907882
"chr10:104641291-105265242<->chr10:126012382-126388455"	FALSE	TRUE	21247152	35	6.64869894488321
"chr3:81489704-81761645<->chr7:146116003-148420998"	TRUE	TRUE	NA	34	6.64855950242372
"chr11:65422775-65445540<->chr7:24796541-24981634"	TRUE	TRUE	NA	39	6.64699208823887
"chr11:65497689-65506516<->chr3:129401322-129428651"	TRUE	TRUE	NA	27	6.64694060390517
"chr11:65497689-65506516<->chrX:17970198-18104644"	TRUE	TRUE	NA	28	6.64432248155703
"chr11:65497689-65506516<->chr22:20602596-20656914"	TRUE	TRUE	NA	29	6.64290897001397
"chr11:65497689-65506516<->chr20:45416085-45456934"	TRUE	TRUE	NA	30	6.64290897001397
"chr11:65497689-65506516<->chr3:113442719-113515187"	TRUE	TRUE	NA	34	6.64271232771471
"chr11:65497689-65506516<->chr19:2252253-2269759"	TRUE	TRUE	NA	25	6.64237538637221
"chr1:162824796-162849467<->chr11:65497689-65506516"	TRUE	TRUE	NA	16	6.64233555694108
"chr11:65422775-65445540<->chr22:31753868-31908033"	TRUE	TRUE	NA	36	6.64223511866642
"chr11:65422775-65445540<->chr8:127289818-127482139"	TRUE	TRUE	NA	35	6.64223511866642
"chr11:65497689-65506516<->chr6:4049435-4087344"	TRUE	TRUE	NA	36	6.64146173495166
"chr11:65497689-65506516<->chr4:117314598-117360655"	TRUE	TRUE	NA	24	6.64129103528384
"chr11:65497689-65506516<->chr9:124001671-124033301"	TRUE	TRUE	NA	26	6.64116312904982
"chr11:65497689-65506516<->chr15:60419610-60479160"	TRUE	TRUE	NA	42	6.64026576355975
"chr11:65422775-65445540<->chr6:158650015-158764876"	TRUE	TRUE	NA	32	6.63874364293793
"chr11:65497689-65506516<->chr20:58228941-58309451"	TRUE	TRUE	NA	38	6.63863139069966
"chr11:65497689-65506516<->chr22:39120168-39152680"	TRUE	TRUE	NA	30	6.6372907421822
"chr10:128096660-128126423<->chr11:65497689-65506516"	TRUE	TRUE	NA	15	6.63609275234016
"chr11:65497689-65506516<->chr18:9334768-9402420"	TRUE	TRUE	NA	37	6.63535469006249
"chr1:13892793-15118043<->chr1:177392668-177920152"	FALSE	TRUE	163150992	22	6.63469270365407
"chr11:65422775-65445540<->chr19:1815249-1848483"	TRUE	TRUE	NA	30	6.63464532602624
"chr11:65422775-65445540<->chr7:30752138-30892081"	TRUE	TRUE	NA	35	6.63429516016117
"chr11:65497689-65506516<->chr4:39698110-39782792"	TRUE	TRUE	NA	59	6.63316713734456
"chr1:226656641-226675067<->chr11:65497689-65506516"	TRUE	TRUE	NA	16	6.63205431193501
"chr1:230426492-230436822<->chr11:65497689-65506516"	TRUE	TRUE	NA	12	6.63130638504758
"chr11:65497689-65506516<->chr11:129375849-129452279"	FALSE	TRUE	63911961.5	34	6.63119222773132
"chr2:29192775-29921586<->chr2:29890372-29892354"	FALSE	TRUE	334182.5	36	6.6303601359973
"chr11:65497689-65506516<->chr2:28751641-28802940"	TRUE	TRUE	NA	40	6.62858651065487
"chr11:65497689-65506516<->chr9:37438103-37465450"	TRUE	TRUE	NA	32	6.62857335784607
"chr11:65497689-65506516<->chr11:94543841-94621421"	FALSE	TRUE	29080528.5	46	6.62826847626103
"chr11:65422775-65445540<->chr2:25733754-25878487"	TRUE	TRUE	NA	40	6.62805624479437
"chr11:65497689-65506516<->chr17:75667252-75708062"	TRUE	TRUE	NA	37	6.62582236050234
"chr11:65497689-65506516<->chr5:65665929-65723035"	TRUE	TRUE	NA	30	6.62562148727524
"chr11:65422775-65445540<->chr12:27523432-27695564"	TRUE	TRUE	NA	39	6.62545815314226
"chr11:65422775-65445540<->chr12:93003416-93215679"	TRUE	TRUE	NA	40	6.62522867998365
"chr11:65497689-65506516<->chr5:180233144-180292099"	TRUE	TRUE	NA	38	6.6239383615876
"chr11:65497689-65506516<->chr13:77779724-77844145"	TRUE	TRUE	NA	32	6.62386522716004
"chr11:65497689-65506516<->chr14:29390075-29436412"	TRUE	TRUE	NA	26	6.62330135494013
"chr11:65497689-65506516<->chr12:45050902-45103107"	TRUE	TRUE	NA	27	6.62330135494013
"chr11:65497689-65506516<->chr2:151001221-151048774"	TRUE	TRUE	NA	27	6.62330135494013
